"Species","AgeClass","Watershed","Stream","Year","CI","BA","Site","CUE"
"RNTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.7",0.0698443987936366
"RNTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.6",3.13601350583428
"RNTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.182841--53.058223",0.0523118331534978
"RNTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.189811--53.024727",0.321344117942915
"RNTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.174353--52.97369",0.0560652545471899
"RNTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.5",6.02058717601147
"RNTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.14",0.0139688797587273
"RNTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.13",0.181595436863455
"RNTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.175564--52.967486",10.6043558921162
"RNTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.11",0.230486516019001
"RNTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","SP3",3.10109130643746
"RNTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","SP4",0.782257266488729
"RNTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.174679--52.958417",0.022426101818876
"RNTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.180917--53.065606",0.605504749109651
"RNTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.181241--53.060958",6.01019528745876
"RNTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.152941--52.982736",6.26809545837583
"RNTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.157788--52.98451",0.022426101818876
"RNTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.161129--53.009748",0.527013392743585
"RNTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.139784--52.972154",0.0149462380438565
"RNTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.136897--52.991529",3.18450645828039
"RNTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.9",0.146673237466637
"RNTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.18272--52.941369",7.87156173842546
"RNTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.185371--53.063604",1.536187974593
"RNTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.179427--52.951011",5.104140291977
"RNTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.161129--53.009748",0.571865596381337
"RNTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.162954--53.007399",0.616717800019089
"RNTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.165265--53.023397",1.25586170185705
"RNTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.166239--52.978107",1.55861407641188
"RNTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.168127--53.027078",3.04994984736713
"RNTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.16995--52.974991",0.336391527283139
"RNTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.16999--53.045891",1.99592306187996
"RNTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.174353--52.97369",6.9072393602138
"RNTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.174679--52.958417",7.27727004022525
"RNTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.181096--53.029981",1.48012272004581
"RNTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.157788--52.98451",3.67788069829566
"RNTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.18272--52.941369",4.55249866923182
"RNTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.185371--53.063604",0.11213050909438
"RNTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","SP2",14.4857283098002
"RNTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.114502--52.97317",1.30032270981552
"RNTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.118019--52.985176",0.328817236964843
"RNTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.139784--52.972154",1.64408618482422
"RNTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.179586--52.950094",3.07237594918601
"RNTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.180917--53.065606",0.493374240015271
"RNTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.164263--53.006786",2.13731204027148
"RNTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.181241--53.060958",0.022426101818876
"RNTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.114502--52.97317",0.724892545127041
"RNTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.169335--53.042493",0.926666758719104
"RNTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.145029--52.995178",2.78747339517924
"RNTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.16299--53.001277",5.75430164688476
"RNTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.179427--52.951011",0.164408618482422
"RNTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.182841--53.058223",7.62258140236683
"RNTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.189811--53.024727",2.92198953757395
"RNTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.217445--53.011339",0.0896774282631391
"RNTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.17521--53.05294",0.493225855447265
"RNTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.130567--52.987195",1.4464835673175
"RNTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.17922--53.03064",0.747311902192826
"RNTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.5",0.768288386730002
"RNTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.7",0.900992744437911
"RNTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.8",1.997549805498
"RNTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.12",11.985298832988
"RNTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.6",0.0139688797587273
"RNTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.166239--52.978107",0.325178476373402
"RNTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.8",5.3570653874719
"RNTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.16995--52.974991",0.156982712732132
"RNTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.165265--53.023397",0.571865596381337
"RNTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.16999--53.045891",0.201834916369884
"RNTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.168127--53.027078",0.0897044072755038
"RNTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.162954--53.007399",2.80326272735949
"RNTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.10",0.0139688797587273
"RNTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.11",8.09496582018248
"RNTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","SP3",0.740350627212547
"RNTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","SP4",3.8623952532881
"RNTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","SP1",0.020953319638091
"RNTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","SP2",0.921946064076002
"RNTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.15",1.75309440972028
"RNTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.16",5.82502285938929
"RNTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.9",0.28636203505391
"RNTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.14",0.949883823593457
"RNTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.13",3.81350417413255
"RNTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","SP1",2.45852283753601
"RNTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.167316--53.02547",2.10741956418377
"RNTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.16917--52.97741",0.844462449477893
"RNTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.17521--53.05294",6.64360281049423
"RNTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.175564--52.967486",1.28537647177166
"RNTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.17922--53.03064",0.0597849521754261
"RNTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.193606--52.93666",12.9174346476726
"RNTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.20271--53.018979",0.269113221826511
"RNTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.136897--52.991529",0.930683225483352
"RNTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.152941--52.982736",0.022426101818876
"RNTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.193606--52.93666",2.55657560735186
"RNTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.20271--53.018979",1.74923594187232
"RNTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.15",0.0488910791555456
"RNTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.16",6.93554880020811
"RNTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.145029--52.995178",2.14478515929341
"RNTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.16299--53.001277",2.51096799136789
"RNTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.118019--52.985176",0.38860218914027
"RNTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.179586--52.950094",0.269113221826511
"RNTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.181096--53.029981",0.100917458184942
"RNTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.164263--53.006786",0.0149462380438565
"RNTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.167316--53.02547",0.0149462380438565
"RNTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.16917--52.97741",0.463333379359552
"RNTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.169335--53.042493",5.73188228981898
"BKTR","AllAges","Ath/NSask","Moon",2020,"C","After","SP2",0.0200466390570603
"BKTR","AllAges","Ath/NSask","Moon",2021,"C","After","SP1",0.0318056493559602
"BKTR","AllAges","Ath/NSask","Moon",2023,"C","After","SP2",0.0800625942521121
"BKTR","AllAges","Ath/NSask","Moon",2023,"C","After","SP1",0.120093891378168
"BKTR","AllAges","Ath/NSask","Moon",2022,"C","After","SP2",0.0504622908646762
"BKTR","AllAges","Ath/NSask","Moon",2020,"C","After","ST.2020.8",1.32307817776302
"BKTR","AllAges","Ath/NSask","Moon",2019,"C","After","SP2",0.0189526583619466
"BKTR","AllAges","Ath/NSask","Moon",2020,"C","After","ST.2020.6",0.0200466390570154
"BKTR","AllAges","Ath/NSask","Moon",2020,"C","After","SP1",0.160373112456123
"BKTR","AllAges","Ath/NSask","Moon",2020,"C","After","SP3",0.0501165976425385
"BKTR","AllAges","Ath/NSask","Moon",2020,"C","After","ST.2020.5",0.501165976425384
"BKTR","AllAges","Ath/NSask","Moon",2020,"C","After","SP4",1.35314813634854
"BKTR","AllAges","Ath/NSask","Moon",2020,"C","After","ST.2020.7",0.110256514813585
"BKTR","AllAges","Ath/NSask","Moon",2022,"C","After","SP3",0.0504622908646762
"BKTR","AllAges","Ath/NSask","Moon",2022,"C","After","SP1",0.0504622908646762
"BKTR","AllAges","Ath/NSask","Moon",2022,"C","After","SP4",0.0504622908646762
"BKTR","AllAges","Ath/NSask","Moon",2019,"C","After","SP1",0.0126351055746311
"BKTR","AllAges","Ath/NSask","Moon",2021,"C","After","SP2",0.0318056493559602
"BKTR","AllAges","Ath/NSask","Moon",2017,"C","Before","-118.364419--53.741334",0.15833013556288
"BKTR","AllAges","Ath/NSask","Moon",2018,"C","Before","ST.2018.15",0.087584853429296
"BKTR","AllAges","Ath/NSask","Moon",2017,"C","Before","-118.419443--53.667442",0.348326298238339
"BKTR","AllAges","Ath/NSask","Moon",2018,"C","Before","ST.2018.6",0.0159245188053265
"BKTR","AllAges","Ath/NSask","Moon",2008,"C","Before","-118.364559--53.740973",0.202942376759549
"BKTR","AllAges","Ath/NSask","Moon",2008,"C","Before","-118.41967--53.666981",0.0150327686488554
"BKTR","AllAges","Ath/NSask","Moon",2018,"C","Before","ST.2018.5",0.302565857301204
"BKTR","AllAges","Ath/NSask","Moon",2018,"C","Before","ST.2018.7",0.429962007743816
"BKTR","AllAges","Ath/NSask","Moon",2018,"C","Before","ST.2018.9",0.0477735564159796
"BKTR","AllAges","Ath/NSask","Moon",2018,"C","Before","ST.2018.12",0.0159245188053265
"BKTR","AllAges","Ath/NSask","Moon",2018,"C","Before","ST.2018.13",0.0159245188053265
"BKTR","AllAges","Ath/NSask","Moon",2018,"C","Before","SP1",0.238867782079898
"BKTR","AllAges","Ath/NSask","Moon",2018,"C","Before","ST.2018.14",0.0159245188053265
"BKTR","AllAges","Ath/NSask","Moon",2017,"C","Before","-118.474707--53.608451",0.134580615228449
"BKTR","AllAges","Ath/NSask","Moon",2017,"C","Before","-118.521635--53.628476",0.150413628784738
"BKTR","AllAges","Ath/NSask","Moon",2018,"C","Before","SP4",0.254792300885224
"BKTR","AllAges","Ath/NSask","Moon",2014,"C","Before","-118.351968--53.71406",0.28010953040704
"BKTR","AllAges","Ath/NSask","Moon",2018,"C","Before","SP2",0.0318490376106531
"BKTR","AllAges","Ath/NSask","Moon",2018,"C","Before","SP3",0.0159245188053265
"BKTR","AllAges","Ath/NSask","Moon",2018,"C","Before","ST.2018.10",0.0875848534292959
"BKTR","AllAges","Ath/NSask","Moon",2015,"C","Before","-118.350404--53.705734",0.07043209854934
"BKTR","AllAges","Ath/NSask","Moon",2018,"C","Before","ST.2018.8",0.0159245188053265
"BKTR","AllAges","Ath/NSask","Moon",2008,"C","Before","-118.521635--53.628476",1.37549833137027
"BKTR","AllAges","Ath/NSask","Moon",2018,"C","Before","ST.2018.16",0.668829789823714
"BKTR","AllAges","Ath/NSask","Moon",2018,"C","Before","ST.2018.11",0.0159245188053265
"BKTR","AllAges","Ath/NSask","Moon",2008,"C","Before","-118.47401--53.605376",0.0150327686488554
"BKTR","AllAges","Ath/NSask","Moon",2008,"C","Before","-118.473157--53.604317",0.0150327686488554
"BLTR","Immature","Ath/NSask","Moon",2022,"C","After","SP3",31.8672227915011
"BLTR","Immature","Ath/NSask","Moon",2022,"C","After","SP1",1.52392137259702
"BLTR","Mature","Ath/NSask","Moon",2022,"C","After","SP2",0.930868227596208
"BLTR","Immature","Ath/NSask","Moon",2022,"C","After","SP4",3.81355693241027
"BLTR","Immature","Ath/NSask","Moon",2022,"C","After","SP2",0.532997130317184
"BLTR","Immature","Ath/NSask","Moon",2023,"C","After","SP2",1.58998245474299
"BLTR","Mature","Ath/NSask","Moon",2021,"C","After","SP1",0.50294802559955
"BLTR","Mature","Ath/NSask","Moon",2021,"C","After","SP2",3.04054942748819
"BLTR","Mature","Ath/NSask","Moon",2022,"C","After","SP4",1.48638636341975
"BLTR","Mature","Ath/NSask","Moon",2020,"C","After","SP1",0.928267334718487
"BLTR","Immature","Ath/NSask","Moon",2020,"C","After","ST.2020.7",3.66665597213802
"BLTR","Immature","Ath/NSask","Moon",2020,"C","After","ST.2020.8",6.67578924885045
"BLTR","Mature","Ath/NSask","Moon",2022,"C","After","SP3",1.76414543133152
"BLTR","Mature","Ath/NSask","Moon",2020,"C","After","ST.2020.8",0.665258256548249
"BLTR","Immature","Ath/NSask","Moon",2020,"C","After","SP3",0.78129167338806
"BLTR","Mature","Ath/NSask","Moon",2020,"C","After","ST.2020.5",4.27002973970504
"BLTR","Mature","Ath/NSask","Moon",2020,"C","After","SP2",0.0154711222453081
"BLTR","Mature","Ath/NSask","Moon",2020,"C","After","SP4",0.417720300623319
"BLTR","Mature","Ath/NSask","Moon",2020,"C","After","SP3",0.0154711222453081
"BLTR","Immature","Ath/NSask","Moon",2023,"C","After","SP1",0.554645042352206
"BLTR","Immature","Ath/NSask","Moon",2021,"C","After","SP1",1.4173989812351
"BLTR","Mature","Ath/NSask","Moon",2022,"C","After","SP1",0.217703053228146
"BLTR","Immature","Ath/NSask","Moon",2020,"C","After","ST.2020.6",0.20886015031166
"BLTR","Mature","Ath/NSask","Moon",2019,"C","After","SP1",1.20142289231442
"BLTR","Immature","Ath/NSask","Moon",2020,"C","After","SP1",15.3705599507136
"BLTR","Immature","Ath/NSask","Moon",2021,"C","After","SP2",41.1960155513813
"BLTR","Immature","Ath/NSask","Moon",2020,"C","After","ST.2020.5",0.170182344698389
"BLTR","Immature","Ath/NSask","Moon",2020,"C","After","SP2",3.45006026070371
"BLTR","Mature","Ath/NSask","Moon",2020,"C","After","ST.2020.6",0.0386778056132703
"BLTR","Mature","Ath/NSask","Moon",2020,"C","After","ST.2020.7",5.4380994692258
"BLTR","Immature","Ath/NSask","Moon",2019,"C","After","SP1",2.88969689131833
"BLTR","Mature","Ath/NSask","Moon",2023,"C","After","SP1",0.406739697724951
"BLTR","Mature","Ath/NSask","Moon",2019,"C","After","SP2",7.75820795821335
"BLTR","Mature","Ath/NSask","Moon",2023,"C","After","SP2",0.562040309583568
"BLTR","Immature","Ath/NSask","Moon",2019,"C","After","SP2",1.21712776672375
"BLTR","Immature","Ath/NSask","Moon",2020,"C","After","SP4",3.21799342702409
"BLTR","Mature","Ath/NSask","Moon",2018,"C","Before","SP1",3.75918350531883
"BLTR","Immature","Ath/NSask","Moon",2008,"C","Before","-118.521635--53.628476",5.86030916137666
"BLTR","Mature","Ath/NSask","Moon",2014,"C","Before","-118.351968--53.71406",8.89478047825903
"BLTR","Mature","Ath/NSask","Moon",2015,"C","Before","-118.350404--53.705734",4.62677226440927
"BLTR","Mature","Ath/NSask","Moon",2018,"C","Before","ST.2018.9",2.33196807279101
"BLTR","Mature","Ath/NSask","Moon",2018,"C","Before","ST.2018.12",0.0254859898665684
"BLTR","Mature","Ath/NSask","Moon",2018,"C","Before","ST.2018.13",0.573434771997788
"BLTR","Immature","Ath/NSask","Moon",2018,"C","Before","ST.2018.6",0.0254859898665684
"BLTR","Immature","Ath/NSask","Moon",2018,"C","Before","ST.2018.8",0.535205787197936
"BLTR","Immature","Ath/NSask","Moon",2018,"C","Before","ST.2018.11",11.2393215311567
"BLTR","Mature","Ath/NSask","Moon",2008,"C","Before","-118.521635--53.628476",0.635107396799441
"BLTR","Mature","Ath/NSask","Moon",2008,"C","Before","-118.41967--53.666981",0.0866055541090147
"BLTR","Mature","Ath/NSask","Moon",2008,"C","Before","-118.364559--53.740973",2.42495551505241
"BLTR","Immature","Ath/NSask","Moon",2018,"C","Before","SP1",5.19914193277995
"BLTR","Mature","Ath/NSask","Moon",2018,"C","Before","ST.2018.7",2.34471106772429
"BLTR","Mature","Ath/NSask","Moon",2017,"C","Before","-118.419443--53.667442",0.0247801926592367
"BLTR","Immature","Ath/NSask","Moon",2008,"C","Before","-118.47401--53.605376",2.11702465599814
"BLTR","Mature","Ath/NSask","Moon",2017,"C","Before","-118.521635--53.628476",0.0247801926592367
"BLTR","Mature","Ath/NSask","Moon",2018,"C","Before","SP4",0.229373908799115
"BLTR","Immature","Ath/NSask","Moon",2008,"C","Before","-118.41967--53.666981",6.34145112864897
"BLTR","Mature","Ath/NSask","Moon",2018,"C","Before","ST.2018.8",1.36350045786141
"BLTR","Mature","Ath/NSask","Moon",2017,"C","Before","-118.364419--53.741334",0.185851444944275
"BLTR","Immature","Ath/NSask","Moon",2018,"C","Before","SP4",12.3607050852857
"BLTR","Immature","Ath/NSask","Moon",2017,"C","Before","-118.419443--53.667442",3.74180909154474
"BLTR","Mature","Ath/NSask","Moon",2008,"C","Before","-118.47401--53.605376",0.0577370360726764
"BLTR","Immature","Ath/NSask","Moon",2017,"C","Before","-118.364419--53.741334",0.631894912810535
"BLTR","Immature","Ath/NSask","Moon",2015,"C","Before","-118.350404--53.705734",1.00734788541569
"BLTR","Immature","Ath/NSask","Moon",2017,"C","Before","-118.521635--53.628476",6.72782230698276
"BLTR","Mature","Ath/NSask","Moon",2018,"C","Before","ST.2018.5",0.993953604796166
"BLTR","Mature","Ath/NSask","Moon",2008,"C","Before","-118.473157--53.604317",0.0481141967272304
"BLTR","Mature","Ath/NSask","Moon",2018,"C","Before","ST.2018.11",0.751836701063767
"BLTR","Mature","Ath/NSask","Moon",2018,"C","Before","ST.2018.14",0.114686954399558
"BLTR","Immature","Ath/NSask","Moon",2018,"C","Before","ST.2018.7",1.68207533119351
"BLTR","Immature","Ath/NSask","Moon",2018,"C","Before","ST.2018.10",1.80950528052635
"BLTR","Mature","Ath/NSask","Moon",2018,"C","Before","ST.2018.16",4.49827721144959
"BLTR","Immature","Ath/NSask","Moon",2018,"C","Before","ST.2018.12",11.838242293021
"BLTR","Immature","Ath/NSask","Moon",2018,"C","Before","ST.2018.13",4.42181924184961
"BLTR","Mature","Ath/NSask","Moon",2017,"C","Before","-118.474707--53.608451",3.79136947686321
"BLTR","Mature","Ath/NSask","Moon",2018,"C","Before","SP3",0.0254859898665684
"BLTR","Immature","Ath/NSask","Moon",2018,"C","Before","ST.2018.9",1.74579030585993
"BLTR","Immature","Ath/NSask","Moon",2017,"C","Before","-118.474707--53.608451",3.87810015117054
"BLTR","Mature","Ath/NSask","Moon",2018,"C","Before","ST.2018.6",0.892009645329893
"BLTR","Immature","Ath/NSask","Moon",2018,"C","Before","SP2",2.68877193092296
"BLTR","Immature","Ath/NSask","Moon",2018,"C","Before","SP3",0.254859898665684
"BLTR","Immature","Ath/NSask","Moon",2018,"C","Before","ST.2018.16",1.0449255845293
"BLTR","Mature","Ath/NSask","Moon",2018,"C","Before","ST.2018.15",0.560691777064504
"BLTR","Immature","Ath/NSask","Moon",2008,"C","Before","-118.364559--53.740973",9.04546898471932
"BLTR","Immature","Ath/NSask","Moon",2018,"C","Before","ST.2018.15",4.753137110115
"BLTR","Immature","Ath/NSask","Moon",2018,"C","Before","ST.2018.5",4.2689033026502
"BLTR","Immature","Ath/NSask","Moon",2014,"C","Before","-118.351968--53.71406",2.83585190664084
"BLTR","Immature","Ath/NSask","Moon",2008,"C","Before","-118.473157--53.604317",5.67747521381318
"BLTR","Immature","Ath/NSask","Moon",2018,"C","Before","ST.2018.14",0.790065685863619
"BLTR","Mature","Ath/NSask","Moon",2018,"C","Before","ST.2018.10",4.40907624691633
"BLTR","Mature","Ath/NSask","Moon",2018,"C","Before","SP2",9.34061528609731
"RNTR","Immature","Ath/NSask","Moon",2022,"C","After","SP1",0.251693063157285
"RNTR","Immature","Ath/NSask","Moon",2020,"C","After","SP1",0.0305149566727251
"RNTR","Mature","Ath/NSask","Moon",2020,"C","After","ST.2020.5",1.25111322358173
"RNTR","Mature","Ath/NSask","Moon",2022,"C","After","SP1",2.62390018341469
"RNTR","Immature","Ath/NSask","Moon",2021,"C","After","SP1",1.3815484537059
"RNTR","Mature","Ath/NSask","Moon",2020,"C","After","ST.2020.7",0.0305149566727251
"RNTR","Mature","Ath/NSask","Moon",2020,"C","After","ST.2020.8",0.0305149566727251
"RNTR","Immature","Ath/NSask","Moon",2020,"C","After","ST.2020.6",1.73935253034533
"RNTR","Mature","Ath/NSask","Moon",2020,"C","After","SP4",1.81563992202714
"RNTR","Mature","Ath/NSask","Moon",2023,"C","After","SP1",0.755643773153349
"RNTR","Immature","Ath/NSask","Moon",2020,"C","After","ST.2020.8",0.0762873916818127
"RNTR","Immature","Ath/NSask","Moon",2022,"C","After","SP4",0.0125846531578642
"RNTR","Immature","Ath/NSask","Moon",2020,"C","After","ST.2020.7",0.442466871754513
"RNTR","Mature","Ath/NSask","Moon",2023,"C","After","SP2",0.0080817515845278
"RNTR","Immature","Ath/NSask","Moon",2020,"C","After","SP2",1.19008331023628
"RNTR","Mature","Ath/NSask","Moon",2020,"C","After","SP1",0.213604696709075
"RNTR","Mature","Ath/NSask","Moon",2020,"C","After","SP3",0.0305149566727251
"RNTR","Immature","Ath/NSask","Moon",2019,"C","After","SP1",6.88995703052297
"RNTR","Mature","Ath/NSask","Moon",2022,"C","After","SP2",0.0125846531578642
"RNTR","Mature","Ath/NSask","Moon",2022,"C","After","SP3",0.264277716315149
"RNTR","Immature","Ath/NSask","Moon",2021,"C","After","SP2",0.382130423364579
"RNTR","Mature","Ath/NSask","Moon",2019,"C","After","SP1",1.18792362595224
"RNTR","Mature","Ath/NSask","Moon",2019,"C","After","SP2",0.213826252671403
"RNTR","Mature","Ath/NSask","Moon",2020,"C","After","SP2",0.869676265172664
"RNTR","Immature","Ath/NSask","Moon",2022,"C","After","SP2",5.41140085788162
"RNTR","Immature","Ath/NSask","Moon",2022,"C","After","SP3",1.8814056471007
"RNTR","Immature","Ath/NSask","Moon",2019,"C","After","SP2",0.0475169450380895
"RNTR","Immature","Ath/NSask","Moon",2020,"C","After","SP4",0.0305149566727251
"RNTR","Immature","Ath/NSask","Moon",2020,"C","After","ST.2020.5",0.0305149566727251
"RNTR","Immature","Ath/NSask","Moon",2020,"C","After","SP3",0.137317305027263
"RNTR","Mature","Ath/NSask","Moon",2021,"C","After","SP1",0.127376807788193
"RNTR","Mature","Ath/NSask","Moon",2021,"C","After","SP2",2.84148263527508
"RNTR","Mature","Ath/NSask","Moon",2020,"C","After","ST.2020.6",0.0915448700181752
"RNTR","Immature","Ath/NSask","Moon",2023,"C","After","SP2",0.177798534859611
"RNTR","Immature","Ath/NSask","Moon",2023,"C","After","SP1",1.55977805581386
"RNTR","Mature","Ath/NSask","Moon",2022,"C","After","SP4",0.151015837894371
"RNTR","Mature","Ath/NSask","Moon",2017,"C","Before","-118.419443--53.667442",0.0179326463098758
"RNTR","Immature","Ath/NSask","Moon",2018,"C","Before","ST.2018.16",1.82517746132501
"RNTR","Immature","Ath/NSask","Moon",2018,"C","Before","ST.2018.8",8.39753010374886
"RNTR","Immature","Ath/NSask","Moon",2017,"C","Before","-118.474707--53.608451",2.01742270986103
"RNTR","Mature","Ath/NSask","Moon",2018,"C","Before","SP4",0.248498339804813
"RNTR","Immature","Ath/NSask","Moon",2017,"C","Before","-118.364419--53.741334",0.233124402028385
"RNTR","Immature","Ath/NSask","Moon",2017,"C","Before","-118.419443--53.667442",0.0179326463098758
"RNTR","Immature","Ath/NSask","Moon",2018,"C","Before","ST.2018.14",0.625530303646599
"RNTR","Immature","Ath/NSask","Moon",2018,"C","Before","ST.2018.15",5.73259963204897
"RNTR","Immature","Ath/NSask","Moon",2018,"C","Before","ST.2018.10",1.55954130498193
"RNTR","Mature","Ath/NSask","Moon",2017,"C","Before","-118.474707--53.608451",0.233124402028385
"RNTR","Immature","Ath/NSask","Moon",2018,"C","Before","ST.2018.9",0.788339560760097
"RNTR","Mature","Ath/NSask","Moon",2018,"C","Before","ST.2018.11",0.0428445413456575
"RNTR","Mature","Ath/NSask","Moon",2018,"C","Before","ST.2018.5",0.239929431535682
"RNTR","Mature","Ath/NSask","Moon",2018,"C","Before","ST.2018.14",0.239929431535682
"RNTR","Immature","Ath/NSask","Moon",2018,"C","Before","ST.2018.6",0.137102532306104
"RNTR","Mature","Ath/NSask","Moon",2018,"C","Before","ST.2018.13",0.017137816538263
"RNTR","Mature","Ath/NSask","Moon",2018,"C","Before","SP2",0.934011001335333
